participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
127,51-60,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Podcasts"", ""Music"", ""White Noise""]",Very comfortable,Advanced,Bookworm,2025-11-03 21:31:56,1007,526,1,1,5,1,1,1,6,2,1,6,1,0,0,1,2,1,1,,1,1,1,0,10,1,10,1,9,1,10,10,1,1,1,"Economy, Government / Poor leadership, Elections / Democracy","Government / Poor leadership, Elections / Democracy, Economy",9,6,8,2,8,2,2025-11-03 21:34:33,Economy,Trump,1
131,41-50,she/her/hers,Associate degree,Manufacturing & Production,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Comfortable,Advanced,Social media scroller,2025-11-03 21:42:17,1014,449,10,1,5,1,1,1,5,1,1,1,0,1,1,0,10,1,1,"Kamala is never interesting, fake or real. ",1,1,1,1,5,5,1,1,1,1,10,8,5,5,5,"Immigration, Crime & Public safety","Immigration, Crime & Public safety",2,10,1,1,1,1,2025-11-03 21:46:16,Racism,Harris,1
132,60<,he/him/his,High school or equivalent,Manufacturing & Production,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Audiobooks""]",Somewhat comfortable,Intermediate,News junkie,2025-11-03 21:44:59,1015,423,6,1,5,2,2,1,5,1,1,3,0,0,0,1,5,5,1,No,1,1,1,0,1,2,10,5,1,5,3,5,1,1,1,Economy,Immigration,2,1,8,10,8,7,2025-11-03 21:50:26,Climate,Harris,1
134,18-30,he/him/his,Bachelor's degree,Healthcare & Medical,US,"[""United States of America""]","[""American Indian or Alaska Native""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Music""]",Very comfortable,Expert,News junkie,2025-11-03 21:51:10,1017,545,10,8,2,8,8,8,7,3,7,7,0,1,1,0,10,10,8,,1,5,5,0,5,4,8,8,10,10,10,2,2,8,8,Immigration,Immigration,2,2,5,4,3,8,2025-11-03 21:54:40,Climate,Trump,1
135,60<,she/her/hers,Doctorate,Education & Training,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Audiobooks""]",Very comfortable,Advanced,Social media scroller,2025-11-03 21:59:08,1019,545,10,1,6,1,1,1,1,4,1,10,1,1,0,0,8,1,1,"No. But it does align to removing the US from the Paris Climate Accord, after Biden realigned to it.",1,3,3,0,10,1,1,1,10,1,10,8,5,3,1,Government / Poor leadership,Government / Poor leadership,9,10,10,10,10,10,2025-11-03 22:05:56,Climate,Trump,1
136,51-60,she/her/hers,Bachelor's degree,Education & Training,US,"[""Germany""]","[""White""]","[""German""]",1,Proficient (C2),Republicans,10,"[""Music"", ""Podcasts""]",Somewhat comfortable,Beginner,Podcast listener,2025-11-03 22:00:19,1018,525,10,10,10,10,10,10,5,7,7,9,1,0,0,1,5,10,10,,1,1,1,0,1,5,10,10,10,10,10,1,1,9,9,"Immigration, National Security, Elections / Democracy, Crime & Public safety, Healthcare","Healthcare, Crime & Public safety, Elections / Democracy, National Security, Immigration",1,1,10,10,10,10,2025-11-03 22:04:21,Economy,Trump,1
137,51-60,he/him/his,Associate degree,Business & Management,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Advanced,News junkie,2025-11-03 22:01:37,1020,533,10,1,1,1,1,1,1,1,1,10,1,0,0,1,10,1,1,"No, this politician is a known liar. He catered to the lowest common denominator to get elected. ",1,1,1,1,5,5,10,1,10,1,10,10,1,1,1,"Government / Poor leadership, Poverty / Homelessness, Economy","Economy, Government / Poor leadership, Healthcare, Poverty / Homelessness",10,5,5,4,5,4,2025-11-03 22:12:36,Immigration,Trump,1
138,31-40,she/her/hers,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Comfortable,No Experience,Casual viewer,2025-11-03 22:12:28,1021,433,10,4,7,10,10,10,10,4,1,4,0,1,1,0,1,10,7,,1,1,1,0,10,10,3,10,9,10,7,1,1,1,1,"Economy, Racism, Healthcare, Poverty / Homelessness","Economy, Racism, Healthcare, Poverty / Homelessness",1,1,9,7,9,3,2025-11-03 22:16:49,Education,Harris,1
141,51-60,she/her/hers,Bachelor's degree,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Comfortable,Beginner,Social media scroller,2025-11-03 22:18:36,1022,546,10,9,10,10,10,10,10,1,5,10,1,0,0,1,7,10,10,No. It seemed authentic. ,1,5,5,0,7,5,1,9,10,10,10,1,1,7,9,"Immigration, Economy, Education, Elections / Democracy, Crime & Public safety, Healthcare","Immigration, Economy, Healthcare, Crime & Public safety, Elections / Democracy, Education",5,1,10,2,9,2,2025-11-03 22:25:39,Education,Trump,1
143,60<,she/her/hers,Master's degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Symphonies"", ""Podcasts"", ""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-04 09:11:09,1024,531,9,7,9,8,9,8,9,4,8,8,0,0,1,1,8,8,8,No,1,8,4,0,4,6,9,8,8,8,9,9,2,9,8,"Racism, Immigration, Climate","Racism, Economy, Immigration",8,3,8,8,7,7,2025-11-04 09:17:34,Gender,Trump,1
144,60<,she/her/hers,Bachelor's degree,Business & Management,US,"[""Ireland""]","[""White""]","[""English""]",2,Proficient (C2),Democrats,2,"[""Music""]",Comfortable,Beginner,Social media scroller,2025-11-04 09:19:05,1026,531,8,1,4,5,4,3,3,3,3,1,0,1,0,0,10,1,1,voice was too clear to be real,1,1,1,1,10,8,10,1,6,1,10,7,4,1,1,"Immigration, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country, National Security","Immigration, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country, National Security",10,10,10,1,10,1,2025-11-04 09:29:04,Gender,Trump,1
145,18-30,she/her/hers,Bachelor's degree,Business & Management,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-04 09:33:12,1027,417,8,8,8,7,8,7,3,4,8,9,1,1,0,0,7,8,5,the study was just clear,1,6,3,0,6,5,7,9,6,7,7,4,5,9,5,"Climate, Poverty / Homelessness, Racism","Climate, Racism, Poverty / Homelessness",8,4,10,6,8,5,2025-11-04 09:38:18,Racism,Harris,1
146,18-30,he/him/his,Bachelor's degree,Finance & Accounting,US,"[""American Samoa""]","[""White""]","[""English""]",1,Advanced (C1),Independent,8,"[""Nature Sounds""]",Very comfortable,Advanced,Social media scroller,2025-11-04 10:08:19,1028,420,4,7,4,9,6,4,4,4,4,7,1,0,0,1,7,7,5,good,1,5,3,0,1,1,3,5,4,4,5,1,1,5,10,Racism,"National Security, Economy, Education, Elections / Democracy",2,6,6,7,9,9,2025-11-04 10:27:06,Racism,Harris,1
148,41-50,he/him/his,Associate degree,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Audiobooks"", ""Podcasts"", ""Nature Sounds""]",Very comfortable,Expert,News junkie,2025-11-04 10:49:16,1034,545,10,9,10,9,10,10,10,1,10,9,1,1,1,1,9,9,10,,1,10,10,0,1,3,4,9,10,10,10,6,7,8,7,"Immigration, Racism, Economy, Crime & Public safety","Immigration, Economy, Crime & Public safety",9,8,9,9,9,9,2025-11-04 10:56:20,Climate,Trump,1
149,31-40,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Republicans,7,"[""Nature Sounds""]",Comfortable,Advanced,Social media scroller,2025-11-04 10:49:42,1037,429,8,6,6,4,4,5,5,4,3,3,0,0,1,0,3,5,3,,1,3,3,0,7,3,8,6,3,5,5,5,3,9,5,Gender,Gender,7,6,9,9,9,9,2025-11-04 11:02:23,Gender,Harris,1
151,51-60,he/him/his,Associate degree,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Audiobooks"", ""Podcasts"", ""Music""]",Comfortable,Intermediate,Podcast listener,2025-11-04 11:18:20,1038,534,6,5,5,5,5,6,7,5,6,8,1,1,1,1,9,6,5,it sounded like a familiar and typical campagain speech. ,1,1,1,0,4,5,9,7,7,6,5,1,1,2,2,Government / Poor leadership,Government / Poor leadership,5,1,4,6,4,5,2025-11-04 11:18:21,Immigration,Trump,1
156,51-60,she/her/hers,Master's degree,Finance & Accounting,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Podcasts""]",Comfortable,Advanced,Podcast listener,2025-11-04 11:39:12,1040,420,9,9,10,10,9,9,9,9,9,9,1,1,1,1,9,9,8,,1,9,9,0,2,2,9,9,9,9,9,6,4,8,8,"Economy, National Security, Racism, Climate, Healthcare, Immigration, Crime & Public safety",Economy,7,2,9,9,9,9,2025-11-04 11:46:32,Racism,Harris,1
158,41-50,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Podcasts"", ""Nature Sounds""]",Somewhat comfortable,Beginner,Social media scroller,2025-11-04 12:04:32,1045,423,10,9,9,6,6,3,8,2,6,7,1,1,0,1,2,7,2,I found it interesting that for the first time listening to Kamala Harris speak over a topic I did not completly disagree with her right off the jump and could sympathize with her and hear compassion in her tone which is far from what she normally presents herself as. ,1,1,1,0,3,6,9,7,6,6,7,3,2,6,8,"Racism, National Security, Immigration, Climate, Crime & Public safety, Government / Poor leadership","Immigration, Climate, Racism, National Security, Crime & Public safety",9,7,7,8,7,8,2025-11-04 12:17:03,Climate,Harris,1
160,18-30,he/him/his,Master's degree,Finance & Accounting,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Podcasts""]",Very comfortable,Advanced,Social media scroller,2025-11-04 12:10:40,1043,551,7,1,2,1,2,2,6,9,6,1,0,0,1,0,9,8,3,,1,1,1,0,5,3,2,1,3,2,8,10,6,1,1,Economy,"Economy, Racism, Crime & Public safety, Climate",10,9,10,10,9,9,2025-11-04 12:15:24,Climate,Trump,1
162,41-50,he/him/his,Bachelor's degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,4,"[""Music""]",Somewhat comfortable,Beginner,Casual viewer,2025-11-04 12:35:31,1049,449,6,3,6,4,7,6,6,6,8,6,1,1,0,1,4,7,6,,1,1,1,0,2,2,9,7,7,6,8,1,1,2,3,"National Security, Poverty / Homelessness, Crime & Public safety, Healthcare, Economy","Economy, Healthcare, Poverty / Homelessness, National Security",3,1,4,4,4,5,2025-11-04 12:42:12,Racism,Harris,1
163,31-40,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Comfortable,Advanced,Casual viewer,2025-11-04 12:37:14,1048,434,6,4,3,6,6,5,7,4,1,7,1,0,1,1,7,7,3,,1,1,1,0,4,1,4,7,6,7,7,1,1,1,1,Economy,Economy,1,1,1,4,1,3,2025-11-04 12:39:41,Gender,Harris,1
164,31-40,he/him/his,Bachelor's degree,"Arts, Design & Media",US,"[""China""]","[""Asian""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Nature Sounds"", ""White Noise""]",Very comfortable,Advanced,News junkie,2025-11-04 12:45:57,1050,435,10,6,6,8,8,9,10,1,6,6,1,0,0,1,5,10,10,,1,5,5,0,10,10,2,10,6,10,7,1,1,9,9,"Government / Poor leadership, Elections / Democracy, Unifying the country, Education, Climate, Economy","Government / Poor leadership, Elections / Democracy, Unifying the country, Education, Healthcare, Climate, Economy",1,1,7,4,7,4,2025-11-04 12:49:33,Immigration,Harris,1
165,31-40,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Very comfortable,Advanced,Bookworm,2025-11-04 12:46:19,1052,524,10,8,10,10,10,10,1,1,1,9,1,0,1,0,5,8,10,,1,1,1,0,1,1,10,8,10,8,9,1,1,5,1,"Economy, Crime & Public safety, Poverty / Homelessness","Crime & Public safety, Economy, Poverty / Homelessness",1,1,10,10,10,10,2025-11-04 13:05:37,Economy,Trump,1
167,60<,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Republicans,8,"[""Music""]",Comfortable,Intermediate,Podcast listener,2025-11-04 12:59:23,1055,549,8,8,7,2,2,6,1,1,1,8,0,0,0,1,6,5,7,"Nothing stands out, everything is same and okay",1,1,1,0,7,7,8,8,7,5,3,2,2,4,4,"Racism, Government / Poor leadership, Crime & Public safety","Racism, Government / Poor leadership, Crime & Public safety",7,4,7,6,7,6,2025-11-04 13:10:24,Education,Trump,1
168,41-50,she/her/hers,Bachelor's degree,Government & Public Sector,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Podcasts""]",Comfortable,Beginner,Bookworm,2025-11-04 13:00:34,1051,421,10,9,10,10,10,10,10,2,8,9,1,1,1,0,9,10,10,"This seemed like a standard survey, although the questions make me wonder if the clip was AI. I did not think it was when I first heard it.",1,6,8,0,10,10,9,10,10,10,10,1,1,8,8,"Immigration, Economy, Climate, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness","Government / Poor leadership, Climate, Immigration, Economy, Elections / Democracy, Healthcare, Poverty / Homelessness",10,1,10,10,10,10,2025-11-04 13:04:52,Climate,Harris,1
171,60<,she/her/hers,High school or equivalent,Other,US,"[""Czechia"", ""Mexico"", ""Spain""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Not very comfortable,Beginner,Casual viewer,2025-11-04 13:21:47,1056,430,8,4,7,3,8,1,8,1,2,8,1,0,0,0,8,9,1,,1,1,1,1,2,1,9,9,1,9,1,3,4,1,1,"Economy, Climate, Government / Poor leadership, Crime & Public safety, Healthcare","Economy, Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness",7,1,5,5,5,5,2025-11-04 13:27:18,Gender,Harris,1
174,18-30,he/him/his,Associate degree,Engineering & Architecture,US,"[""France""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Audiobooks""]",Very comfortable,Expert,Casual viewer,2025-11-04 13:31:35,1059,530,10,2,6,1,2,1,10,5,3,10,1,1,0,1,10,1,1,"made me think a little and relisten to audio clip, fun study!",1,1,1,0,10,10,10,1,10,1,10,8,6,1,1,Elections / Democracy,Elections / Democracy,1,8,2,1,2,1,2025-11-04 13:34:39,Gender,Trump,1
191,31-40,he/him/his,Bachelor's degree,Manufacturing & Production,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Advanced,Podcast listener,2025-11-04 14:01:38,1072,531,10,9,8,10,10,10,9,10,9,10,1,1,1,0,10,9,1,NO,1,1,1,0,5,3,10,8,10,5,10,4,4,1,1,"Immigration, Racism, Climate, National Security","Climate, National Security, Immigration, Racism",10,10,10,10,10,9,2025-11-04 14:09:08,Gender,Trump,1
192,51-60,she/her/hers,Professional degree,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,10,"[""Music""]",Comfortable,Advanced,Social media scroller,2025-11-04 14:02:09,1071,432,4,1,7,2,4,2,4,7,5,7,1,1,0,0,7,4,1,,1,1,7,1,5,10,2,2,4,6,7,2,2,4,2,Immigration,Immigration,6,9,9,10,10,10,2025-11-04 14:06:36,Education,Harris,1
193,41-50,he/him/his,Master's degree,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""Audiobooks"", ""Podcasts""]",Very comfortable,Intermediate,Bookworm,2025-11-04 14:08:52,1074,430,10,7,8,8,8,8,10,1,1,9,1,0,0,1,9,10,10,Nothing stood our or seemed particularly interesting to me about this.,1,1,1,0,9,1,1,10,9,10,10,1,1,8,5,"Government / Poor leadership, Elections / Democracy","Government / Poor leadership, Elections / Democracy",7,1,8,1,8,1,2025-11-04 14:13:52,Gender,Harris,1
194,41-50,she/her/hers,Associate degree,Education & Training,US,"[""Poland""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Somewhat comfortable,Beginner,Social media scroller,2025-11-04 14:09:06,1073,434,10,8,7,9,9,10,3,5,4,6,1,0,1,0,5,9,10,No,1,4,1,0,10,5,4,10,10,10,10,2,1,8,7,"Economy, Education, Government / Poor leadership, Elections / Democracy, Poverty / Homelessness, Unifying the country","Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Poverty / Homelessness, Unifying the country",8,9,8,5,9,4,2025-11-04 14:11:45,Gender,Harris,1
198,60<,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Somewhat comfortable,No Experience,Social media scroller,2025-11-04 14:10:52,1078,540,9,9,10,8,7,8,7,3,7,10,1,1,0,1,9,10,9,It will get harder to tell if anything is real as AI advances.,1,2,1,0,2,8,10,10,9,10,9,1,2,8,6,National Security,Unifying the country,9,2,10,10,10,10,2025-11-04 14:20:17,NationalSecurity,Trump,1
201,31-40,she/her/hers,Bachelor's degree,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Nature Sounds""]",Very comfortable,Intermediate,Series binge-watcher,2025-11-04 14:15:20,1079,426,7,6,6,6,6,7,7,6,6,7,1,0,0,0,7,4,3,,1,2,2,0,5,4,1,6,4,5,7,2,2,7,6,"Immigration, Government / Poor leadership, Elections / Democracy, Unifying the country","Government / Poor leadership, Elections / Democracy, Unifying the country",2,2,3,7,2,2,2025-11-04 14:22:29,Economy,Harris,1
202,51-60,he/him/his,Bachelor's degree,Engineering & Architecture,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,7,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-04 14:17:15,1080,527,10,6,10,8,8,10,10,1,7,8,1,1,0,1,7,10,9,"Not sure, no",1,10,4,0,5,10,8,10,8,10,8,1,1,6,6,"Economy, Education, Healthcare","Economy, Healthcare, Education",8,1,9,8,9,8,2025-11-04 14:28:18,Education,Trump,1
204,41-50,she/her/hers,High school or equivalent,Unemployed,US,"[""China""]","[""Asian""]","[""Chinese (Mandarin)""]",2,Advanced (C1),Democrats,4,"[""Audiobooks"", ""Music"", ""Nature Sounds""]",Comfortable,Intermediate,Social media scroller,2025-11-05 09:30:28,1082,539,3,4,2,2,2,3,2,9,1,3,0,1,0,0,8,7,1,,1,1,1,1,9,9,10,8,8,6,8,6,2,1,1,National Security,Crime & Public safety,9,1,9,9,9,9,2025-11-05 09:45:43,NationalSecurity,Trump,1
205,51-60,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Independent,5,"[""Podcasts""]",Somewhat comfortable,Beginner,Podcast listener,2025-11-05 09:39:34,1083,525,6,5,7,2,3,1,9,9,8,8,1,0,0,1,3,3,1,Not really ,1,1,1,0,5,1,9,3,5,2,6,8,6,1,1,"Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness",Healthcare,8,5,10,7,6,6,2025-11-05 09:46:57,Economy,Trump,1
206,41-50,he/him/his,Bachelor's degree,Manufacturing & Production,US,"[""Italy"", ""Ireland"", ""Norway""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Comfortable,Intermediate,Social media scroller,2025-11-05 09:53:19,1084,539,7,7,6,3,5,6,4,3,5,9,1,0,1,1,8,10,6,The audio clip matched statements Trump has made about the Iran deal so I thought it was real.,1,3,2,0,1,7,7,8,7,6,5,1,1,5,4,"National Security, Economy, Government / Poor leadership, Unifying the country","National Security, Economy, Government / Poor leadership, Unifying the country",6,1,10,8,10,8,2025-11-05 10:00:54,NationalSecurity,Trump,1
211,18-30,she/her/hers,High school or equivalent,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""White Noise""]",Very comfortable,Intermediate,Social media scroller,2025-11-05 10:06:56,1086,531,10,1,10,1,1,1,10,1,2,8,1,0,0,1,8,1,1,,1,5,8,0,10,10,10,1,9,1,10,10,8,1,1,"Government / Poor leadership, Economy, Education, Healthcare, Poverty / Homelessness, Racism, Climate","Government / Poor leadership, Economy, Education, Poverty / Homelessness, Healthcare, Climate, Racism",7,10,10,1,10,1,2025-11-05 10:18:03,Gender,Trump,1
